id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
10803,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Wrangler Men Dodge Broad Accent Check White Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10803.jpg
10694,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Doodle Girl Be Born Pink Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\10694.jpg
10660,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Doodle Girl Hot shorts ice wash Blue Shorts,C:\Users\color\Desktop\fashion-recommendation\data\images\10660.jpg
10452,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Men HS Grey Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10452.jpg
10204,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Murcia Women Hahk Purple Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10204.jpg
10499,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Women Aspen Yellow Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10499.jpg
10835,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wrangler Men Black Polo Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10835.jpg
10009,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men Town Round Red Neck T-Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10009.jpg
10203,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Hahk Red Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10203.jpg
10031,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Nike Men As Arsenal Co Navy Blue T-Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10031.jpg
10455,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Flying Machine Men Mauvemist Purple Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10455.jpg
10693,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Doodle Girl Cute Purple Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\10693.jpg
10658,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Doodle Girl Little frock White Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\10658.jpg
10832,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Wrangler Men American Music Folk Green T-Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10832.jpg
10099,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Men Analogue Grey Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10099.jpg
10851,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Wrangler Men Applique Polo Brown T-Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10851.jpg
10409,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Green Polo Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10409.jpg
10294,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012.0,Formal,Clarks Men Feeling Good Leather Brown Formal Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10294.jpg
10436,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Flying Machine Men Pink Polo Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10436.jpg
10604,Unisex,Accessories,Headwear,Caps,Red,Fall,2011.0,Sports,Nike Unisex Tennis Red Caps,C:\Users\color\Desktop\fashion-recommendation\data\images\10604.jpg
10260,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,John Miller Men Line Grey Trousers,C:\Users\color\Desktop\fashion-recommendation\data\images\10260.jpg
10052,Women,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Puma Women Trunk Black Shorts,C:\Users\color\Desktop\fashion-recommendation\data\images\10052.jpg
10258,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,John Miller Men Line Navy Blue Trousers,C:\Users\color\Desktop\fashion-recommendation\data\images\10258.jpg
10856,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wrangler Men Black Polo Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10856.jpg
10869,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Fly The Wind White T-Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10869.jpg
10267,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Clarks Men Rocco Fuse Black Leather Black Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10267.jpg
10603,Unisex,Accessories,Headwear,Caps,Grey,Fall,2011.0,Sports,Nike Unisex Tennis Grey Caps,C:\Users\color\Desktop\fashion-recommendation\data\images\10603.jpg
10431,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Flying Machine Men Ydc Grey Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10431.jpg
10293,Men,Footwear,Sandal,Sandals,Brown,Spring,2012.0,Casual,Clarks Men Unstructured Leather Brown Sandals,C:\Users\color\Desktop\fashion-recommendation\data\images\10293.jpg
10438,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Midrise Blue Jeans,C:\Users\color\Desktop\fashion-recommendation\data\images\10438.jpg
10635,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Carlton London Men Semi oxfords Black Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10635.jpg
10407,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,United Colors of Benetton Men Solid Grey Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10407.jpg
10063,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men spine tee Yellow Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10063.jpg
10097,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Reebok Men Reeflex Run White Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10097.jpg
10867,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Navy Blue Tough Service Navy T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10867.jpg
10269,Women,Footwear,Shoes,Flats,Red,Winter,2013.0,Casual,Clarks Women Silvi Spice Raspberry Leather Red Flats,C:\Users\color\Desktop\fashion-recommendation\data\images\10269.jpg
10256,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Locomotive Men Stripes Green Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10256.jpg
10858,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Furious Rides White T-Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10858.jpg
10064,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men puma shield tee Yellow Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10064.jpg
10400,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Women Flux Shadow  266 Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10400.jpg
10632,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Carlton London Men Brown Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10632.jpg
10692,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy Casual Red Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10692.jpg
10030,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Women As See The Win Black T-Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10030.jpg
10202,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Murcia Women Asjke Green Green Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10202.jpg
10454,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Men Gloden Haze Yellow Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10454.jpg
10833,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Wrangler Men Rope Embro Polo Red T-Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10833.jpg
10453,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Men Gloden Haze Yellow Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10453.jpg
10661,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Doodle Girl Hot  Ice Wash Blue Shorts,C:\Users\color\Desktop\fashion-recommendation\data\images\10661.jpg
10205,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Rubena Brown Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10205.jpg
10037,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Reebok Men Premier ultra 8 U-form Silver Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10037.jpg
10008,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Nike Men Town Navy Blue T-Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10008.jpg
10834,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Grey Polo Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10834.jpg
10498,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,Flying Machine Women RN Blue Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\10498.jpg
10001,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Palm Tree Kids Girls Sp Jema Skt Blue Skirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10001.jpg
10465,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Flying Machine Men Paisley Purple Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10465.jpg
10491,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Women HS White Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10491.jpg
10802,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Dodge Broad Accent Check Blue Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10802.jpg
10496,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Women RN White Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10496.jpg
10650,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Doodle Boy Grand Prix Navy Blue Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10650.jpg
10462,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Men White Polo Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10462.jpg
10006,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men AS T90 Black Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10006.jpg
10039,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Reebok Men Raceon White Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10039.jpg
10805,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Wrangler Men Rider Solid Black Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10805.jpg
10379,Women,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,United Colors of Benetton Women Solid Red T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10379.jpg
10174,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,United Colors Of Benetton Men Latnam Black Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10174.jpg
10346,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Printed Purple Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10346.jpg
10722,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Nike Men Casual short sleeve tshirt White Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10722.jpg
10510,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Women RN HS Grey Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10510.jpg
11052,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Check White Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11052.jpg
10180,Men,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2011.0,Casual,United Colors of Benetton Men Speeder Yellow Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10180.jpg
11055,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11055.jpg
10187,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Hot Stepper Black Blue Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10187.jpg
10517,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,New Balance MC900 Men Others Tennis White Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10517.jpg
10725,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Murcia Women Green Green Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10725.jpg
10341,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,United Colors of Benetton Men Printed Pink Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10341.jpg
10173,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,United Colors of Benetton Men Tango Brown Sandals,C:\Users\color\Desktop\fashion-recommendation\data\images\10173.jpg
10348,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,United Colors of Benetton Women Printed Yellow T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10348.jpg
10383,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Puma Men Star Dust 145 White Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10383.jpg
11063,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,John Miller Men Solid Purple Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11063.jpg
10377,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Printed White Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10377.jpg
10145,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men Drsp Wingtip Brown Formal Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10145.jpg
10713,Women,Apparel,Bottomwear,Capris,Blue,Winter,2011.0,Sports,Nike Women Blue Dri-Fit Capris,C:\Users\color\Desktop\fashion-recommendation\data\images\10713.jpg
10189,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Hot Stepper Blue Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10189.jpg
10714,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Women Trainng track pants Black Track Pants,C:\Users\color\Desktop\fashion-recommendation\data\images\10714.jpg
10142,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Captoe Brown Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10142.jpg
11090,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11090.jpg
10370,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Women White T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10370.jpg
11064,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,John Miller Men Solid Purple Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11064.jpg
10384,Women,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,Puma Women Fluctuation Stones 159 Blue Watch,C:\Users\color\Desktop\fashion-recommendation\data\images\10384.jpg
10572,Men,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Puma Men Knitted Red Sweaters,C:\Users\color\Desktop\fashion-recommendation\data\images\10572.jpg
10740,Unisex,Footwear,Flip Flops,Flip Flops,Green,Winter,2012.0,Casual,Disney Unisex Kids Pluto Green Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10740.jpg
10324,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Puma Women Heather USP Black Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10324.jpg
11030,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Jealous 21 Women Check Blue Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11030.jpg
10129,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men Jefford Brown Formal Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10129.jpg
10581,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Men Athletic Black Steel Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10581.jpg
11037,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Solid Pink Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\11037.jpg
10111,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Reebok Men Premier road supreme 2 Silver Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10111.jpg
10323,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Lambretta Green Black Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10323.jpg
10747,Unisex,Footwear,Sandal,Sandals,Pink,Winter,2012.0,Casual,Disney Unisex Kids Daisy Pink Sandals,C:\Users\color\Desktop\fashion-recommendation\data\images\10747.jpg
10575,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Puma Women Ess Pink Polo Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10575.jpg
11008,Women,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,Inkfruit Women Behind Cream Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11008.jpg
10778,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011.0,Sports,Nike Men Training Navy Blue Shorts,C:\Users\color\Desktop\fashion-recommendation\data\images\10778.jpg
11001,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,Puma Men Top Fluctuation Red Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\11001.jpg
10785,Unisex,Accessories,Headwear,Caps,Grey,Fall,2011.0,Sports,Nike Unisex Runng Grey Caps,C:\Users\color\Desktop\fashion-recommendation\data\images\10785.jpg
10771,Girls,Footwear,Shoes,Casual Shoes,Red,Winter,2012.0,Casual,Disney Kids Red Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10771.jpg
10127,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Espresso Brown Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10127.jpg
10315,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Esprit Women Rough Chic Gold Watch,C:\Users\color\Desktop\fashion-recommendation\data\images\10315.jpg
10588,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Carrera Men Round Dial PU Strap Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10588.jpg
10312,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Women Spark Black White Silver Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10312.jpg
10776,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men Athletic Red Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10776.jpg
11006,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Race Luminous Black Chronograph Watch,C:\Users\color\Desktop\fashion-recommendation\data\images\11006.jpg
